,percent_hispanic,percent_non_hispanic_american_indianalaska_native,percent_non_hispanic_asian,percent_non_hispanic_black,percent_non_hispanic_native_hawaiianpacific_islander,percent_non_hispanic_white,social_vulnerability_index,cvac_level_of_concern_for_vaccination_rollout,actual_y,predict_y
1717,0.0517,0.3686,0.0104,0.0017,0.0,0.5483,0.61,0.59,0.26,0.23455549105840778
598,0.0353,0.0001,0.0033,0.2874,0.0,0.6474,0.92,0.91,0.26,0.23305265491547278
867,0.0129,0.0019,0.0036,0.0118,0.0,0.9585,0.35,0.41,0.17,0.19861912392016873
565,0.0545,0.0,0.0035,0.1378,0.0036,0.7711,0.81,0.77,0.25,0.21903601624230928
2594,0.0625,0.0034,0.0125,0.0216,0.0,0.8842,0.62,0.69,0.25,0.20717641662536462
108,0.5886,0.0042,0.0052,0.0683,0.0001,0.3138,0.97,0.99,0.18,0.17681471292284626
2164,0.0438,0.0009,0.0123,0.0414,0.0001,0.8823,0.13,0.06,0.2,0.17249160023174043
1580,0.0264,0.0026,0.0098,0.2938,0.0001,0.6545,0.8,0.68,0.27,0.22171896630363108
318,0.0101,0.0007,0.0,0.3361,0.0,0.648,0.53,0.71,0.23,0.22697160698200056
1253,0.0562,0.0048,0.0151,0.1196,0.0001,0.7856,0.31,0.28,0.2,0.185804882707234
1378,0.0427,0.0026,0.0075,0.2938,0.0,0.6323,0.89,0.64,0.25,0.21877199890575025
1093,0.0138,0.0043,0.0006,0.0115,0.0,0.9522,0.61,0.44,0.21,0.20350056628642724
3063,0.0845,0.0098,0.0058,0.0108,0.0017,0.8669,0.3,0.44,0.32,0.19113227483043022
567,0.2238,0.0008,0.0265,0.182,0.0002,0.5457,0.56,0.52,0.18,0.18093343867345937
1815,0.0313,0.014,0.0033,0.0,0.0,0.9337,0.54,0.57,0.27,0.20667867413715024
2113,0.0107,0.0141,0.0003,0.0,0.0034,0.9521,0.02,0.12,0.29,0.1821117846051866
582,0.197,0.0012,0.0528,0.1062,0.0004,0.6174,0.45,0.04,0.09,0.1474055682740759
1477,0.0177,0.1586,0.0069,0.0324,0.0016,0.7313,0.65,0.58,0.21,0.21718093919268566
807,0.0168,0.0022,0.0043,0.0073,0.0007,0.9585,0.61,0.69,0.18,0.2149619707238999
2652,0.9472,0.0,0.0,0.0,0.0,0.0528,0.73,0.99,0.17,0.14054639808920963
1222,0.047,0.0,0.0038,0.0019,0.0,0.9155,0.14,0.45,0.19,0.19073852109365635
3096,0.0158,0.0011,0.0045,0.0031,0.0004,0.9625,0.38,0.34,0.18,0.19460929959188925
812,0.0326,0.0018,0.0104,0.0854,0.0001,0.8507,0.3,0.2,0.16,0.18450620422871442
56,0.0344,0.0032,0.0103,0.1954,0.0001,0.7244,0.66,0.4,0.22,0.1997149988833948
1784,0.0256,0.0105,0.0005,0.0038,0.0,0.9266,0.05,0.11,0.22,0.1773155519897792
2119,0.0277,0.0062,0.005,0.0054,0.0,0.9492,0.11,0.11,0.27,0.18015918679675047
2124,0.031,0.0279,0.0,0.0039,0.0004,0.9097,0.06,0.07,0.31,0.1776854716767235
2877,0.0168,0.0016,0.0087,0.0071,0.0004,0.9465,0.13,0.09,0.07,0.17706173774031003
2046,0.5121,0.0253,0.0121,0.0089,0.0007,0.4278,0.53,0.3,0.12,0.14469285711255456
2104,0.0701,0.0069,0.0087,0.0155,0.0,0.8904,0.35,0.55,0.18,0.1988756068916083
2266,0.0683,0.4292,0.008,0.0014,0.0022,0.3989,0.9,0.99,0.26,0.25092784668716694
535,0.047,0.0123,0.0024,0.156,0.0,0.7625,0.83,0.91,0.25,0.2294062304898137
2091,0.0442,0.0045,0.0042,0.0952,0.0002,0.8329,0.76,0.74,0.18,0.21780555236618548
554,0.1362,0.0023,0.0137,0.053,0.0007,0.7826,0.4,0.43,0.16,0.1857801768233346
1330,0.0388,0.0625,0.0036,0.1595,0.0003,0.6758,0.83,0.94,0.25,0.22952768137842497
2203,0.1014,0.0025,0.0693,0.1986,0.0004,0.6003,0.28,0.26,0.14,0.16205221807449796
2672,0.1108,0.0023,0.0038,0.2491,0.0,0.6183,0.91,0.97,0.2,0.22889359305451015
1221,0.1128,0.0046,0.0225,0.0278,0.0003,0.8017,0.42,0.38,0.19,0.17936998874558677
69,0.0229,0.0063,0.008,0.0295,0.0002,0.9121,0.6,0.55,0.22,0.20540520404157603
2756,0.017,0.0015,0.0067,0.0296,0.0,0.9288,0.04,0.05,0.14,0.17560352687033806
1735,0.0196,0.0025,0.0081,0.0094,0.0001,0.9441,0.19,0.48,0.15,0.19697650000555023
436,0.5976,0.0031,0.0291,0.0075,0.0006,0.3429,0.52,0.64,0.13,0.14357228376348874
2154,0.0995,0.0027,0.0116,0.0787,0.0002,0.7821,0.51,0.2,0.21,0.1790090191153724
1623,0.0159,0.005,0.0032,0.5402,0.0,0.4338,0.99,0.9,0.27,0.24695447004949345
2754,0.3433,0.0,0.0108,0.047,0.0,0.5822,0.8,0.93,0.18,0.19383014671236748
3141,0.0177,0.0096,0.006,0.0083,0.0085,0.9407,0.16,0.2,0.17,0.1877163125828807
313,0.8346,0.0022,0.0083,0.0024,0.0,0.1485,0.93,0.98,0.18,0.15061249306622584
233,0.1455,0.0107,0.0012,0.0143,0.0021,0.8044,0.8,0.8,0.24,0.21031079088312932
1509,0.0122,0.0,0.0022,0.7202,0.0,0.2603,0.95,0.99,0.29,0.2556971585022361
1442,0.078,0.0029,0.0673,0.1111,0.0002,0.6962,0.57,0.31,0.19,0.1659892879638023
772,0.0342,0.0027,0.0,0.0004,0.001,0.9328,0.3,0.5,0.24,0.19863043551720597
111,0.1938,0.0012,0.0144,0.0003,0.0037,0.7699,0.28,0.68,0.15,0.18856195269314535
2321,0.0978,0.016,0.0007,0.0127,0.0,0.8338,0.4,0.7,0.2,0.20259378675609938
2716,0.1276,0.0077,0.0065,0.0635,0.0003,0.7818,0.72,0.9,0.2,0.21623772755106196
2916,0.0459,0.0013,0.0112,0.0423,0.0,0.8677,0.26,0.39,0.17,0.18824130938535713
1502,0.0343,0.0028,0.0443,0.0897,0.0007,0.7888,0.29,0.49,0.14,0.18362601222136293
1225,0.0468,0.0088,0.0053,0.0136,0.0,0.9083,0.33,0.52,0.19,0.19940230588912802
472,0.2394,0.0,0.0051,0.0012,0.0,0.7408,0.3,0.3,0.19,0.1687673909144051
685,0.0572,0.0016,0.002,0.2439,0.0,0.6861,0.87,0.92,0.28,0.23276730643395438
1610,0.0025,0.0001,0.0055,0.3664,0.0,0.6159,0.91,0.9,0.26,0.23988110254388806
1752,0.0189,0.0034,0.0025,0.0053,0.0015,0.95,0.9,0.86,0.18,0.2261509878972665
2097,0.0205,0.012,0.0102,0.0223,0.0007,0.9252,0.12,0.1,0.29,0.17947763777395806
1766,0.0439,0.004,0.0168,0.0428,0.0029,0.8576,0.35,0.7,0.16,0.20340906411718798
599,0.3632,0.0161,0.0,0.005,0.0,0.5859,0.81,0.68,0.18,0.1818091272952312
2946,0.0446,0.0037,0.0137,0.5224,0.0028,0.3766,0.8,0.34,0.18,0.2058214773094714
1313,0.0418,0.0013,0.0318,0.4595,0.0005,0.4463,0.67,0.43,0.21,0.20274494198218254
1075,0.0162,0.0074,0.0,0.0058,0.0,0.9449,0.58,0.93,0.2,0.2254525303816931
1298,0.0113,0.0,0.0031,0.0016,0.0,0.9713,0.58,0.36,0.22,0.19878372996572827
361,0.0243,0.0117,0.0067,0.0039,0.0,0.9467,0.21,0.38,0.22,0.19454904863445427
135,0.3543,0.0036,0.0213,0.066,0.0007,0.5347,0.75,0.74,0.17,0.17995961143336767
1429,0.1211,0.0021,0.0098,0.0533,0.0,0.8,0.41,0.22,0.12,0.17814985831726007
2985,0.033,0.0081,0.0112,0.1198,0.0,0.7895,0.01,0.12,0.14,0.17513417249344074
2318,0.0193,0.0,0.0056,0.0082,0.0058,0.9538,0.05,0.06,0.21,0.17840903839714028
2372,0.0746,0.0015,0.0149,0.0537,0.0004,0.8342,0.33,0.1,0.16,0.173214386650453
366,0.1387,0.0028,0.0471,0.0084,0.0006,0.7757,0.17,0.11,0.13,0.1521222397554894
1860,0.1468,0.0155,0.0163,0.0186,0.0053,0.763,0.73,0.92,0.21,0.20915975488208896
29,0.0287,0.0012,0.0,0.3895,0.0006,0.5670000000000001,0.79,0.9,0.23,0.23800043178928282
2624,0.0432,0.0,0.0005,0.5079,0.0003,0.44,0.87,0.88,0.27,0.24041689124640558
22,0.0325,0.0043,0.0058,0.0146,0.0,0.923,0.24,0.61,0.21,0.2030710640025001
2090,0.0377,0.0507,0.005,0.5008,0.0017,0.3834,0.89,0.87,0.19,0.24172646341765783
2662,0.2244,0.0015,0.0113,0.0726,0.0,0.6697,0.41,0.79,0.2,0.1941303827991313
2947,0.0175,0.0,0.0013,0.0215,0.0017,0.9493,0.27,0.28,0.16,0.19261545927843454
420,0.1206,0.004,0.015,0.0069,0.0004,0.8094,0.23,0.62,0.12,0.18755792981180447
1910,0.0307,0.02,0.0078,0.0048,0.0,0.9293,0.25,0.21,0.18,0.18650822309824938
460,0.3804,0.0039,0.0058,0.0079,0.0,0.5889,0.94,0.56,0.18,0.1756332376225013
43,0.0202,0.0127,0.0036,0.0041,0.0,0.9464,0.51,0.44,0.2,0.20180403016725118
87,0.0554,0.0,0.0049,0.0146,0.0,0.9181,0.06,0.21,0.18,0.18124642649175388
2480,0.0488,0.0013,0.0046,0.2398,0.0007,0.6786,0.92,0.69,0.19,0.21964591391548194
612,0.0728,0.0028,0.0129,0.0535,0.0007,0.8391,0.49,0.52,0.18,0.1968484632984532
1419,0.0396,0.0286,0.0176,0.0264,0.0001,0.8538,0.6,0.69,0.23,0.2069523877476465
1436,0.0416,0.0029,0.0064,0.0659,0.0006,0.8518,0.03,0.01,0.06,0.17023970964180613
282,0.0436,0.0029,0.0048,0.4744,0.0,0.4581,1.0,0.89,0.23,0.23897279546889222
1231,0.1235,0.008,0.0148,0.0831,0.0002,0.7394,0.51,0.47,0.2,0.18815365670056516
3040,0.018000000000000002,0.0019,0.0068,0.0089,0.0009,0.9528,0.01,0.05,0.17,0.17563969728525142
2077,0.0216,0.0111,0.0039,0.0036,0.0,0.9524,0.03,0.15,0.31,0.18228609853293995
2982,0.0188,0.0,0.0318,0.0,0.0,0.8946,0.18,0.2,0.13,0.16875529385546098
1697,0.0448,0.002,0.0004,0.0002,0.0,0.9246,0.17,0.23,0.22,0.1826628135746203
533,0.1322,0.0016,0.0512,0.6833,0.0006,0.1007,0.91,0.82,0.26,0.2134490810043647
1979,0.1334,0.0782,0.0151,0.3305,0.0008,0.3988,0.89,0.83,0.22,0.22054142182117617
2573,0.0424,0.0254,0.0122,0.0185,0.0004,0.8757,0.09,0.15,0.21,0.17704395671840992
1174,0.0653,0.0,0.0092,0.0214,0.0,0.9004,0.07,0.42,0.19,0.18970587964431085
2474,0.0532,0.0014,0.0479,0.0386,0.0001,0.8406,0.08,0.01,0.12,0.15640116193622677
2508,0.1006,0.0136,0.0912,0.0117,0.0039,0.7692,0.65,0.29,0.2,0.15994607678017253
2259,0.1594,0.0294,0.0038,0.012,0.0,0.7632,0.38,0.53,0.22,0.18917203286383721
1352,0.0613,0.0036,0.01,0.2633,0.0,0.6512,0.35,0.46,0.22,0.20144217241689963
670,0.1133,0.0018,0.2879,0.0046,0.104,0.3023,0.39,0.23,0.11,0.07942538258716053
2835,0.0956,0.0098,0.0103,0.0072,0.0053,0.8595,0.6,0.49,0.16,0.196707026587403
2483,0.0516,0.002,0.0285,0.4645,0.0011,0.4231,0.63,0.46,0.19,0.2025447985860712
2651,0.2857,0.0047,0.0028,0.0379,0.0,0.6465,0.98,0.99,0.18,0.20673935186213446
3127,0.0116,0.0034,0.0006,0.0522,0.0006,0.9245,0.76,0.42,0.21,0.20753655915784897
2303,0.0438,0.1493,0.0009,0.1083,0.0017,0.6063,0.96,0.91,0.23,0.23179304864608652
761,0.0162,0.0,0.0,0.0,0.0,0.9809,0.13,0.4,0.28,0.1970816063131063
1491,0.058,0.0065,0.0038,0.0112,0.0,0.9054,0.63,0.33,0.2,0.19353420260055543
1228,0.0542,0.0129,0.0063,0.0096,0.0,0.8957,0.22,0.41,0.2,0.19124063308989372
221,0.0917,0.0737,0.0943,0.0528,0.0241,0.579,0.46,0.51,0.18,0.167319377575701
543,0.0839,0.0009,0.0086,0.0867,0.0,0.7975,0.78,0.9,0.26,0.21909999545774195
2306,0.0803,0.0574,0.0029,0.0107,0.0006,0.7917,0.16,0.34,0.21,0.1841894677053332
2251,0.0966,0.0138,0.0087,0.0042,0.0012,0.8476,0.32,0.49,0.22,0.19045863574698643
3033,0.0298,0.0047,0.0204,0.006999999999999999,0.0002,0.9224,0.15,0.08,0.17,0.172268250190093
693,0.0771,0.0008,0.0101,0.4466,0.001,0.4577,0.94,0.85,0.23,0.23187821646585702
1036,0.0997,0.0016,0.0138,0.0346,0.0008,0.8320000000000001,0.15,0.45,0.17,0.18567813146060558
1566,0.0119,0.0022,0.0,0.2593,0.0,0.7227,0.61,0.94,0.29,0.23697214181328521
2774,0.0233,0.0027,0.0101,0.0109,0.0003,0.9309,0.31,0.31,0.07,0.1885002539412528
805,0.1309,0.0007,0.0278,0.0137,0.0,0.8108,0.07,0.22,0.14,0.1650490057562779
2763,0.4779,0.0051,0.0035,0.032,0.0009,0.4693,0.9,0.97,0.17,0.18716529253004555
756,0.006,0.0003,0.0055,0.5773,0.0,0.4069,0.86,0.92,0.24,0.24679122534550083
2901,0.0812,0.0061,0.0145,0.3101,0.0041,0.5487,0.32,0.28,0.18,0.18751758737457389
272,0.0271,0.0019,0.0107,0.3592,0.0,0.5927,0.94,0.63,0.21,0.22318912474169514
521,0.0256,0.0051,0.0061,0.1332,0.0004,0.8108,0.68,0.74,0.23,0.21918235715884762
522,0.0281,0.0137,0.0059,0.0687,0.0031,0.8667,0.93,0.94,0.23,0.2320905383518672
1681,0.0245,0.0075,0.0037,0.0058,0.0001,0.9311,0.62,0.65,0.17,0.21019126471789382
1789,0.0516,0.0048,0.0042,0.0156,0.0,0.9053,0.18,0.11,0.18,0.17721813748427198
2997,0.041,0.0012,0.0093,0.1201,0.0,0.8149,0.76,0.64,0.22,0.21278207780270295
350,0.0563,0.0085,0.006,0.0817,0.0,0.8206,0.83,0.41,0.21,0.19965543562446367
3071,0.0198,0.0003,0.0062,0.0282,0.0,0.9224,0.56,0.37,0.21,0.19624824360767612
1833,0.0,0.0,0.0,0.0,0.0,1.0,0.09,0.22,0.18,0.19000340465067375
2431,0.0065,0.0212,0.0,0.0,0.0,0.9437,0.15,0.26,0.2,0.18937339939739842
651,0.3073,0.006,0.0041,0.0,0.0,0.6613,0.56,0.68,0.28,0.18313382687932547
3064,0.0492,0.0032,0.0073,0.0057,0.0,0.9227,0.29,0.25,0.18,0.18512409776982713
2718,0.9134,0.0,0.0,0.0004,0.0,0.0809,0.99,1.0,0.18,0.14686872676603116
2043,0.0516,0.0014,0.096,0.0348,0.0006,0.7712,0.35,0.34,0.12,0.1551795552562022
1229,0.0082,0.0029,0.011,0.0036,0.0,0.9607,0.39,0.21,0.22,0.1869353533394424
2418,0.0129,0.0006,0.0099,0.0216,0.0001,0.9392,0.55,0.35,0.18,0.19560220848640733
2522,0.0185,0.0039,0.0075,0.0231,0.0004,0.9274,0.38,0.63,0.23,0.20701312604373737
168,0.6564,0.0003,0.0,0.0008,0.0016,0.341,0.6,0.94,0.18,0.165963918740598
2628,0.0452,0.0321,0.0019,0.0155,0.0008,0.8844,0.32,0.12,0.21,0.18319731983010687
1497,0.0175,0.0,0.0053,0.2296,0.0023,0.7403,0.47,0.94,0.29,0.23214586011209162
1977,0.5049,0.0185,0.0047,0.0087,0.0001,0.4581,0.93,0.53,0.14,0.16460257371212542
912,0.0796,0.0023,0.0126,0.0075,0.0003,0.8784,0.46,0.71,0.19,0.2033922027268623
829,0.0991,0.0004,0.008,0.0116,0.0004,0.8629,0.08,0.26,0.14,0.17684928424357912
2553,0.0253,0.0031,0.0022,0.0967,0.0,0.8413,0.6,0.83,0.27,0.2205701478114358
1558,0.0419,0.0031,0.0575,0.0453,0.0004,0.8269,0.07,0.09,0.1,0.15729997666539577
2185,0.1258,0.0035,0.0209,0.1328,0.0013,0.6614,0.75,0.64,0.24,0.19465522088057216
1374,0.0036,0.0032,0.0007,0.0006,0.0,0.9815,0.86,0.37,0.23,0.205011557847334
2346,0.0148,0.0011,0.0011,0.0089,0.0,0.9593,0.19,0.32,0.24,0.19223881937242157
219,0.0479,0.0035,0.006,0.0278,0.0003,0.899,0.2,0.13,0.17,0.1789609349987298
367,0.025,0.0024,0.0016,0.5533,0.0,0.4104,0.97,0.95,0.24,0.2480448884695166
2162,0.0102,0.0002,0.0003,0.0036,0.0,0.9808,0.77,0.61,0.26,0.21556878678758126
2339,0.0514,0.1969,0.0054,0.0468,0.0001,0.6443,0.93,0.83,0.22,0.2326944221613655
3125,0.013,0.0036,0.0048,0.0349,0.0,0.9248,0.49,0.24,0.2,0.191416739870684
2245,0.0899,0.0388,0.0297,0.0278,0.0,0.7615,0.26,0.44,0.2,0.17946871648746188
1455,0.0217,0.0796,0.0048,0.0018,0.0002,0.8467,0.79,0.71,0.14,0.21846400355546866
351,0.0527,0.1343,0.0798,0.0075,0.002,0.6396,0.55,0.64,0.21,0.18239237763789024
1375,0.0197,0.0,0.0046,0.1316,0.0,0.8240000000000001,0.54,0.3,0.2,0.19659725776947984
1736,0.0346,0.0186,0.0076,0.0075,0.0,0.9012,0.47,0.36,0.22,0.1924993785271978
2529,0.0037,0.0,0.0,0.0018,0.0,0.9941,0.42,0.72,0.25,0.21781287530221968
490,0.5333,0.0048,0.0459,0.0516,0.0013,0.3416,0.97,0.82,0.14,0.1597660946168335
2819,0.4687,0.0012,0.0114,0.0561,0.0002,0.4467,0.78,0.9,0.17,0.1799825103676287
2486,0.0394,0.0008,0.0425,0.0369,0.0001,0.8569,0.16,0.03,0.15,0.1606895846250831
498,0.415,0.0168,0.0096,0.0075,0.0,0.5289,0.84,0.77,0.18,0.17936829583308264
1812,0.0768,0.0002,0.0092,0.0443,0.0,0.8527,0.34,0.08,0.13,0.1742583102968434
210,0.0086,0.0,0.0,0.0106,0.0,0.9692,0.48,0.45,0.22,0.20360623544206038
2692,0.3196,0.0191,0.0062,0.0053,0.0,0.6251,0.46,0.87,0.19,0.18979527703865745
746,0.0505,0.0041,0.0,0.0935,0.0,0.8403,0.66,0.81,0.28,0.22171901161751062
650,0.0348,0.0017,0.0067,0.119,0.0001,0.8235,0.8,0.67,0.24,0.21616699189877894
227,0.0256,0.0,0.0049,0.748,0.0,0.2138,0.89,0.84,0.23,0.24585452540092195
365,0.2062,0.0078,0.0083,0.0028,0.0027,0.7605,0.72,0.33,0.16,0.17937532968288963
2254,0.1306,0.0392,0.0102,0.0067,0.0006,0.7785,0.87,0.58,0.18,0.19897258429886602
276,0.0099,0.0021,0.0003,0.1867,0.0,0.7265,0.7,0.69,0.24,0.21301233349589208
2093,0.0537,0.0007,0.0118,0.3641,0.0,0.5476,0.77,0.72,0.18,0.22020872631066493
1407,0.0342,0.0027,0.0032,0.0094,0.0,0.9334,0.4,0.5,0.21,0.20067448257880025
2966,0.0634,0.0464,0.0168,0.0098,0.0003,0.8278,0.61,0.34,0.12,0.1890309791992228
1406,0.0353,0.0024,0.0189,0.0345,0.0001,0.8905,0.04,0.06,0.11,0.17000600940775257
1616,0.0024,0.0005,0.0,0.3469,0.0,0.6436,0.63,0.88,0.29,0.23722614305552533
407,0.4268,0.0024,0.0717,0.0169,0.0017,0.4542,0.48,0.46,0.1,0.13617319140146356
2409,0.0443,0.0018,0.0018,0.2331,0.0014,0.6878,0.5,0.55,0.19,0.2084679614204926
1037,0.1481,0.0071,0.0025,0.0105,0.0023,0.8155,0.54,0.53,0.2,0.1941995105315181
2897,0.0722,0.0013,0.0094,0.0178,0.0,0.8761,0.36,0.54,0.17,0.19532496048414494
2262,0.0869,0.0061,0.0421,0.0088,0.0022,0.8191,0.19,0.36,0.14,0.17067000300756974
2959,0.0998,0.0184,0.0117,0.0103,0.0042,0.8053,0.64,0.45,0.13,0.18899102174247526
2533,0.1779,0.0031,0.0056,0.2095,0.0002,0.5893,0.79,0.95,0.2,0.21828613206705597
1425,0.0799,0.0012,0.1189,0.0499,0.0003,0.7185,0.23,0.02,0.06,0.1299994254580288
7,0.026,0.825,0.0108,0.0074,0.0022,0.0973,0.97,0.89,0.26,0.29426629174469654
810,0.0178,0.0022,0.0072,0.0263,0.0023,0.9151,0.86,0.49,0.18,0.20537057081618273
2285,0.08,0.0824,0.0042,0.0204,0.0,0.7456,0.84,0.7,0.21,0.21024044747809986
1468,0.0974,0.0019,0.0247,0.0099,0.0,0.8505,0.43,0.41,0.12,0.1832135291096594
415,0.1745,0.0,0.0,0.0,0.0,0.8216,0.11,0.46,0.14,0.18375327900721344
3138,0.084,0.0034,0.0043,0.0051,0.0,0.8953,0.28,0.31,0.18,0.18606640795937446
838,0.0276,0.0,0.0057,0.0421,0.0,0.9096,0.45,0.69,0.18,0.21126370047066342
765,0.0356,0.0299,0.0007,0.0034,0.0,0.912,0.76,0.56,0.25,0.21081162478883844
2993,0.1311,0.0039,0.0128,0.1105,0.0005,0.7195,0.46,0.17,0.18,0.17500346179483722
199,0.0897,0.0109,0.0127,0.0071,0.002,0.8363,0.79,0.52,0.14,0.19507363358193006
3108,0.0322,0.0033,0.0296,0.008,0.0001,0.9104,0.17,0.15,0.17,0.17222333276177437
283,0.0003,0.002,0.0022,0.5937,0.0,0.3953,0.96,0.85,0.24,0.24662157370165141
231,0.0631,0.0019,0.0071,0.0181,0.0002,0.8871,0.75,0.47,0.22,0.19881547244108858
2421,0.0109,0.0011,0.0048,0.0047,0.0,0.9677,0.21,0.14,0.17,0.183473201240673
2349,0.0381,0.2194,0.0123,0.0046,0.0008,0.6371,0.77,0.73,0.23,0.22060084986941222
96,0.1324,0.001,0.0276,0.0505,0.0004,0.7666,0.29,0.09,0.14,0.1618323184335875
1505,0.078,0.0033,0.0118,0.0314,0.0002,0.8656,0.3,0.17,0.12,0.17812384592773045
2694,0.3999,0.0,0.0143,0.0222,0.0,0.5605,0.69,0.95,0.18,0.18797544051187048
1674,0.0247,0.0049,0.0019,0.0132,0.0,0.9366,0.26,0.7,0.16,0.2099507801332035
990,0.0297,0.0026,0.0019,0.0076,0.0,0.9455,0.13,0.02,0.21,0.17573208207616772
1950,0.0321,0.0019,0.0291,0.0153,0.0001,0.9035,0.05,0.03,0.12,0.16495916915040368
1506,0.0748,0.0048,0.1437,0.1185,0.0003,0.6191,0.63,0.27,0.11,0.1401469144793122
2999,0.0156,0.0061,0.0164,0.0556,0.0,0.8997,0.28,0.38,0.21,0.19397849366242606
2712,0.1871,0.0017,0.0128,0.1979,0.0011,0.5751,0.88,0.79,0.19,0.20654856697560614
1559,0.0037,0.0017,0.0049,0.7753,0.0,0.2079,0.93,0.94,0.29,0.2544662705391305
3097,0.0897,0.0069,0.0049,0.0044,0.0004,0.8775,0.4,0.6,0.29,0.19980955441139836
104,0.0423,0.0029,0.0164,0.0712,0.0002,0.8497,0.15,0.56,0.21,0.19684660843160143
2342,0.037000000000000005,0.2128,0.0083,0.0306,0.0008,0.6334,0.85,0.82,0.23,0.22925994823850762
3016,0.0881,0.0056,0.0159,0.0089,0.0085,0.8408,0.28,0.5,0.14,0.18926702415655752
2571,0.0319,0.0111,0.0126,0.0081,0.0,0.921,0.03,0.03,0.21,0.17139028713571955
2297,0.0851,0.0036,0.0099,0.008,0.003,0.8552,0.52,0.49,0.17,0.1922248602486548
1818,0.1392,0.038,0.0279,0.0244,0.0007,0.7322,0.6,0.72,0.21,0.19522722487941502
1055,0.0159,0.0037,0.0009,0.003,0.0,0.9608,0.46,0.29,0.21,0.19408897908448505
2177,0.0106,0.0076,0.0119,0.0008,0.0004,0.9562,0.07,0.08,0.31,0.17668669149964084
2574,0.0408,0.9019,0.0,0.0008,0.0,0.0444,0.99,0.75,0.29,0.2990055608158283
744,0.0321,0.0,0.0078,0.3289,0.0,0.6151,0.83,0.83,0.27,0.2296579701709883
226,0.0249,0.0057,0.0037,0.0033,0.0009,0.9387,0.44,0.32,0.2,0.19269225028800874
1034,0.0134,0.0011,0.0025,0.0005,0.0,0.9804,0.04,0.02,0.21,0.1773475884689971
2045,0.0308,0.0028,0.0134,0.059,0.0001,0.8623,0.49,0.2,0.15,0.18340898857971855
2413,0.2278,0.0028,0.0408,0.0829,0.0008,0.6079,0.76,0.08,0.14,0.15198001702321806
1694,0.0329,0.0012,0.0254,0.0439,0.0003,0.8714,0.04,0.32,0.12,0.17967206628345592
2273,0.0472,0.0401,0.0429,0.0394,0.0009,0.7693,0.51,0.67,0.22,0.19281622062642226
2365,0.0441,0.0914,0.0071,0.0072,0.0002,0.7043,0.87,0.85,0.23,0.20854533739584805
2766,0.5606,0.0038,0.0684,0.0321,0.0,0.3246,0.7,0.88,0.19,0.14955111506007662
1822,0.0335,0.005,0.0024,0.0034,0.0022,0.9358,0.01,0.12,0.18,0.17828256923533947
785,0.0264,0.002,0.0117,0.041,0.0,0.897,0.48,0.37,0.18,0.19338837844637535
1204,0.052000000000000005,0.0057,0.005,0.0277,0.0,0.89,0.3,0.52,0.19,0.198364235825033
798,0.0384,0.0097,0.0054,0.0825,0.0,0.8456,0.78,0.66,0.18,0.2144858247248657
1427,0.0565,0.0006,0.011,0.2579,0.0,0.6287,0.75,0.25,0.13,0.19068285577337396
1041,0.0139,0.0021,0.0051,0.0289,0.0,0.9411,0.31,0.66,0.19,0.21038818892761144
1938,0.0291,0.0027,0.0141,0.0407,0.0002,0.8993,0.53,0.22,0.17,0.18707963591941773
464,0.4003,0.0045,0.0387,0.032,0.0011,0.5002,0.59,0.3,0.17,0.14483120973427632
2926,0.0191,0.0038,0.0066,0.0327,0.0,0.9218,0.14,0.19,0.17,0.1837685292389777
900,0.0443,0.0025,0.0344,0.1494,0.0004,0.7402,0.7,0.52,0.18,0.19593979092277833
1263,0.0346,0.0029,0.0144,0.0453,0.0,0.8884,0.52,0.02,0.19,0.1767189030776894
1421,0.0203,0.0022,0.0146,0.0045,0.0002,0.9373,0.1,0.25,0.13,0.18160490535640259
2563,0.0258,0.0042,0.0025,0.0845,0.0006,0.8677,0.66,0.94,0.26,0.22897282421807505
2024,0.032,0.0015,0.0088,0.0135,0.0002,0.9317,0.4,0.29,0.15,0.18969834755665893
1763,0.0673,0.0,0.0,0.0,0.0,0.8956,0.05,0.45,0.26,0.1879918700861621
2655,0.2069,0.0034,0.0004,0.1312,0.0,0.6472,0.61,0.83,0.18,0.20742732982830273
212,0.0154,0.0035,0.0054,0.0191,0.0,0.9438,0.4,0.23,0.18,0.18985022612422714
12,0.045,0.0024,0.0015,0.3387,0.0,0.5927,0.98,0.91,0.26,0.23619893961301783
3041,0.0074,0.0,0.002,0.0156,0.0019,0.9655,0.37,0.43,0.21,0.20190370980327374
422,0.337,0.0038,0.1163,0.0471,0.0038,0.4556,0.56,0.55,0.11,0.13502804091049697
999,0.0304,0.0028,0.0048,0.029,0.0,0.8812,0.49,0.62,0.21,0.2025183793037916
1052,0.0228,0.0034,0.0049,0.002,0.0,0.9537,0.42,0.82,0.2,0.2173119564590288
1057,0.048,0.0017,0.0082,0.0072,0.0003,0.9188,0.37,0.5,0.2,0.1973238545077968
1454,0.0244,0.0012,0.0102,0.0399,0.0,0.899,0.43,0.28,0.13,0.18851294859298845
741,0.0492,0.0024,0.0178,0.5558,0.0021,0.3453,0.93,0.72,0.26,0.2259111430922693
2768,0.016,0.003,0.0041,0.0079,0.0,0.9484,0.27,0.31,0.08,0.19084374494417888
2653,0.2556,0.0013,0.0611,0.1028,0.0006,0.5579,0.65,0.81,0.17,0.17885024768587257
