,percent_hispanic,percent_non_hispanic_american_indianalaska_native,percent_non_hispanic_asian,percent_non_hispanic_black,percent_non_hispanic_native_hawaiianpacific_islander,percent_non_hispanic_white,social_vulnerability_index,cvac_level_of_concern_for_vaccination_rollout,actual_y,predict_y
637,0.0694,0.0004,0.0001,0.4908,0.0,0.4259,0.95,0.96,0.24,0.24214662291047018
638,0.1897,0.003,0.02,0.1933,0.0008,0.5733,0.72,0.73,0.21,0.19913397844542377
639,0.0549,0.0003,0.0307,0.3962,0.0067,0.5064,0.74,0.91,0.27,0.22628753067731067
640,0.0228,0.0,0.0107,0.0065,0.0004,0.9333,0.52,0.74,0.25,0.2090300860770026
641,0.436,0.0006,0.0086,0.0744,0.0015,0.4706,0.98,0.93,0.22,0.18994155059108153
642,0.0619,0.0008,0.0304,0.0494,0.0,0.8390000000000001,0.12,0.0,0.1,0.1613774059534267
643,0.0431,0.0048,0.0102,0.0597,0.0,0.8707,0.25,0.52,0.23,0.19738184263893377
644,0.0551,0.0034,0.0088,0.3821,0.0003,0.5443,0.96,0.98,0.26,0.23903789291193894
645,0.0369,0.0135,0.0067,0.1497,0.0042,0.7741,0.89,0.95,0.23,0.23237602714825137
646,0.1177,0.0,0.0019,0.2513,0.0,0.6064,0.98,0.89,0.26,0.22511434469156338
647,0.0419,0.0003,0.0,0.2842,0.0,0.6512,0.98,0.92,0.28,0.23566734756332325
648,0.0574,0.0033,0.0084,0.0675,0.0008,0.8497,0.24,0.39,0.17,0.19094613612803016
649,0.0507,0.0009,0.0111,0.106,0.0,0.8182,0.85,0.96,0.26,0.2258448179441256
650,0.0348,0.0017,0.0067,0.119,0.0001,0.8235,0.8,0.67,0.24,0.21589615022444314
651,0.3073,0.006,0.0041,0.0,0.0,0.6613,0.56,0.68,0.28,0.18267327441792322
652,0.0222,0.0016,0.0076,0.0411,0.0001,0.9088,0.64,0.72,0.25,0.21341623481271652
653,0.031,0.0087,0.0068,0.0022,0.0012,0.9308,0.24,0.32,0.25,0.1886437416272157
654,0.2529,0.006,0.0082,0.0041,0.0025,0.7031,0.74,0.45,0.25,0.179570834673368
655,0.0163,0.0,0.0051,0.0894,0.0,0.8691,0.15,0.55,0.25,0.2011484230183466
656,0.0449,0.0016,0.0,0.0011,0.0,0.9341,0.34,0.18,0.27,0.1844268095642023
657,0.0043,0.0057,0.0,0.3031,0.0029,0.6798,0.78,0.91,0.27,0.24003026334318925
658,0.0817,0.0025,0.0111,0.3491,0.0,0.5467,0.83,0.95,0.26,0.2306542286854288
659,0.0028,0.001,0.0133,0.3542,0.0013,0.621,0.59,0.74,0.24,0.22526954209054417
660,0.0247,0.0,0.0022,0.3315,0.0,0.624,0.91,0.89,0.26,0.23624783737190533
661,0.0634,0.0024,0.0087,0.1849,0.0004,0.71,0.14,0.57,0.24,0.19800451236775865
662,0.0356,0.0007,0.0103,0.1609,0.0001,0.7688,0.13,0.48,0.24,0.19584792920393526
663,0.0428,0.004,0.0067,0.0088,0.0,0.9292,0.21,0.18,0.27,0.18182635283127097
664,0.042,0.0101,0.0,0.0012,0.0,0.8921,0.44,0.32,0.24,0.1883728767980241
665,0.0766,0.0005,0.0178,0.0663,0.0006,0.8135,0.35,0.62,0.23,0.19544487725098206
666,0.0321,0.0013,0.0007,0.2279,0.0,0.7195,0.24,0.54,0.23,0.20703775628643042
667,0.1308,0.0,0.0037,0.1194,0.0002,0.7201,0.8,0.85,0.25,0.21399875774944982
668,0.0371,0.0013,0.0013,0.3624,0.0005,0.5761,0.91,0.6,0.25,0.22336663001834228
669,0.0271,0.0008,0.0113,0.3722,0.0002,0.5722,0.8,0.71,0.26,0.22456020185162237
670,0.1133,0.0018,0.2879,0.0046,0.104,0.3023,0.39,0.23,0.11,0.07642037419646111
671,0.0582,0.0006,0.0006,0.0,0.0,0.9172,0.19,0.28,0.27,0.18422029441304807
672,0.0477,0.0,0.0077,0.4029,0.0,0.5375,0.98,0.86,0.26,0.23574226713584628
673,0.1687,0.0073,0.0,0.0,0.0,0.8117,0.13,0.24,0.27,0.1730351810805125
674,0.0801,0.0033,0.0113,0.019,0.0,0.877,0.53,0.64,0.21,0.20178321966018672
675,0.1053,0.0121,0.0045,0.0,0.0005,0.8674,0.25,0.31,0.27,0.18322807112231773
676,0.0439,0.0012,0.0136,0.1763,0.0003,0.7464,0.29,0.53,0.23,0.19972951162444277
677,0.3609,0.0028,0.0043,0.0015,0.0045,0.615,0.67,0.61,0.28,0.17828434781394847
678,0.1304,0.0036,0.0091,0.0044,0.0011,0.8303,0.36,0.19,0.25,0.17358704680478013
679,0.0459,0.0008,0.0094,0.0931,0.0,0.8346,0.85,0.74,0.24,0.2164342442801393
680,0.1148,0.0022,0.0019,0.2917,0.0002,0.5766,0.91,0.95,0.27,0.22983926014426692
681,0.1584,0.0001,0.0102,0.0374,0.0007,0.7752,0.88,0.85,0.25,0.20856736325541192
682,0.0074,0.0,0.0734,0.519,0.0017,0.3705,0.94,0.9,0.24,0.21690640822162538
683,0.0498,0.0133,0.0089,0.0053,0.0055,0.9035,0.31,0.54,0.25,0.19912324390356137
684,0.0072,0.0,0.0021,0.4285,0.0,0.5505,0.76,0.88,0.23,0.2391689588586054
685,0.0572,0.0016,0.002,0.2439,0.0,0.6861,0.87,0.92,0.28,0.2322637280661825
686,0.0429,0.0,0.0039,0.6147,0.0001,0.3233,0.93,0.93,0.24,0.2454408473867113
687,0.1875,0.0014,0.0323,0.5242,0.0,0.2338,0.92,0.95,0.24,0.2177007599887207
688,0.0392,0.0006,0.0029,0.2039,0.0,0.7421,0.69,0.72,0.23,0.2204451389418066
