,percent_hispanic,percent_non_hispanic_american_indianalaska_native,percent_non_hispanic_asian,percent_non_hispanic_black,percent_non_hispanic_native_hawaiianpacific_islander,percent_non_hispanic_white,social_vulnerability_index,cvac_level_of_concern_for_vaccination_rollout,actual_y,predict_y
1872,0.2303,0.0014,0.0528,0.3845,0.0001,0.3055,0.84,0.29,0.14,0.17032695500713965
1873,0.0401,0.0642,0.0043,0.0047,0.0,0.8708,0.48,0.57,0.27,0.20831141384655608
1874,0.0551,0.0025,0.0,0.0008,0.0,0.9282,0.19,0.14,0.18,0.18008088298758107
1875,0.1287,0.0042,0.0035,0.0076,0.0016,0.8367,0.57,0.23,0.18,0.18159565838188452
1876,0.1164,0.1888,0.0128,0.0513,0.0,0.6031,0.88,0.97,0.21,0.23192473813395537
1877,0.0239,0.0025,0.0367,0.0103,0.0005,0.9065,0.19,0.1,0.15,0.16701812645511974
1878,0.0901,0.0025,0.0105,0.1287,0.0005,0.7425,0.59,0.31,0.15,0.1890351694437696
1879,0.2773,0.004,0.0109,0.0247,0.0023,0.6667,0.67,0.25,0.18,0.16792580140170627
1880,0.0705,0.0049,0.0419,0.0381,0.0007,0.8122,0.3,0.12,0.17,0.16264341451146544
1881,0.09,0.0017,0.0131,0.0088,0.0,0.8702,0.27,0.17,0.18,0.17407369114312068
1882,0.0595,0.5625,0.0082,0.0019,0.0,0.3573,0.89,0.74,0.18,0.2614729646113896
1883,0.0261,0.0003,0.002,0.0053,0.0003,0.954,0.12,0.07,0.18,0.17820677598428444
1884,0.0561,0.0395,0.0069,0.0048,0.0009,0.8636,0.25,0.13,0.25,0.17939188054266092
1885,0.0181,0.0,0.0,0.0015,0.0,0.9543,0.23,0.39,0.18,0.19345372810937692
1886,0.0167,0.003,0.0093,0.0062,0.0002,0.95,0.08,0.03,0.14,0.17385958452353997
1887,0.0628,0.0078,0.0049,0.0011,0.0,0.921,0.09,0.24,0.18,0.18223914254169082
1888,0.0152,0.0,0.0,0.0,0.0,0.9848,0.08,0.36,0.18,0.19348734927363911
1889,0.0093,0.0103,0.0098,0.0057,0.0,0.9499,0.09,0.22,0.17,0.1834091768109787
1890,0.025,0.0007,0.033,0.0094,0.0004,0.9063,0.17,0.08,0.15,0.16618940737674698
1891,0.0536,0.0351,0.0067,0.0397,0.0,0.8511,0.17,0.25,0.17,0.18618415071137787
1892,0.0195,0.0258,0.0008,0.002,0.0,0.9219,0.1,0.29,0.18,0.1883021891101145
1893,0.0047,0.0023,0.0,0.0,0.0,0.9578,0.01,0.3,0.18,0.18637267393986875
1894,0.0278,0.0054,0.0076,0.0149,0.0003,0.938,0.17,0.21,0.18,0.1843740344702049
1895,0.0921,0.0004,0.0185,0.0277,0.0003,0.8467,0.34,0.16,0.13,0.17327820245377415
1896,0.0461,0.0048,0.0016,0.0016,0.0,0.9426,0.01,0.15,0.17,0.1795730117754652
1897,0.0512,0.009000000000000001,0.0,0.0028,0.0023,0.9152,0.11,0.21,0.18,0.18273117313702952
1898,0.2382,0.0156,0.0066,0.0074,0.0,0.72,0.57,0.3,0.17,0.17410607772484368
1899,0.1269,0.017,0.0164,0.0074,0.0018,0.8077,0.18,0.47,0.19,0.18191462390510865
1900,0.0125,0.0034,0.0008,0.0057,0.0,0.961,0.1,0.34,0.18,0.19116773874445966
1901,0.0885,0.0021,0.0008,0.0021,0.0,0.8923,0.16,0.22,0.18,0.17949365797400435
1902,0.0254,0.0,0.0022,0.0016,0.0003,0.955,0.08,0.26,0.18,0.1853507216759649
1903,0.2444,0.0245,0.0098,0.0354,0.0026,0.6515,0.9,0.98,0.21,0.20706846958208824
1904,0.1753,0.0009,0.1107,0.1985,0.0002,0.4971,0.56,0.15,0.12,0.13820143767836252
1905,0.1229,0.0,0.0026,0.0005,0.0,0.8705,0.16,0.16,0.18,0.1739913818126019
1906,0.1255,0.0042,0.0379,0.1093,0.0004,0.6940000000000001,0.47,0.17,0.18,0.1661882181908217
1907,0.1465,0.0012,0.1759,0.0923,0.0001,0.5629,0.1,0.03,0.09,0.09991450455829964
1908,0.3878,0.0211,0.0329,0.0507,0.0,0.4798,0.86,0.57,0.18,0.16572035973114208
1909,0.0829,0.0,0.0,0.0,0.0,0.9171,0.04,0.36,0.18,0.1862857584459545
1910,0.0307,0.02,0.0078,0.0048,0.0,0.9293,0.25,0.21,0.18,0.18588818383514719
1911,0.0436,0.05,0.006999999999999999,0.0005,0.0,0.8989,0.07,0.77,0.21,0.2102136711003358
1912,0.006,0.0,0.0419,0.0,0.0,0.9431,0.06,0.39,0.26,0.17827664653528397
1913,0.0299,0.0003,0.0206,0.0075,0.0001,0.9253,0.01,0.02,0.13,0.16632690412025763
1914,0.062,0.0007,0.0309,0.0977,0.0001,0.785,0.17,0.02,0.13,0.16374122281680423
1915,0.1898,0.0045,0.0075,0.0054,0.0002,0.7836,0.3,0.2,0.18,0.1693962383670734
1916,0.0804,0.0004,0.0502,0.1604,0.0004,0.6743,0.21,0.03,0.12,0.15639848767785125
1917,0.021,0.0034,0.0017,0.0042,0.0,0.9614,0.04,0.26,0.18,0.1865935498341411
1918,0.1254,0.0201,0.0108,0.0136,0.0,0.8140000000000001,0.36,0.21,0.17,0.17637123577968283
1919,0.1501,0.0133,0.0171,0.0126,0.0,0.7973,0.51,0.29,0.18,0.17763925680809523
1920,0.0287,0.0904,0.0032,0.004,0.0002,0.8564,0.33,0.23,0.18,0.19465058393475965
1921,0.0224,0.0003,0.003,0.0016,0.0003,0.9634,0.07,0.16,0.18,0.18165746243881753
1922,0.1711,0.0253,0.013,0.0074,0.0017,0.7488,0.58,0.76,0.19,0.19719319167326174
1923,0.0295,0.0031,0.0053,0.0243,0.0009,0.9204,0.53,0.32,0.15,0.1943394900435459
1924,0.012,0.0078,0.0,0.0149,0.0,0.9653,0.01,0.15,0.17,0.1846181108871175
1925,0.0255,0.0,0.0026,0.0,0.0,0.9693,0.0,0.39,0.18,0.19124976503407784
1926,0.0492,0.0033,0.0056,0.0564,0.0,0.8637,0.64,0.38,0.17,0.19676722227896046
1927,0.0397,0.0043,0.0058,0.0094,0.0,0.9262,0.28,0.58,0.18,0.20040904495667572
1928,0.0776,0.0026,0.0011,0.2485,0.0,0.6582,0.72,0.7,0.17,0.21849653638567934
1929,0.4999,0.0411,0.0252,0.0247,0.0006,0.3868,0.68,0.45,0.13,0.15148584202150694
1930,0.1021,0.001,0.0186,0.0551,0.0006,0.7905,0.47,0.21,0.14,0.17514724356459546
1931,0.0369,0.0043,0.0,0.35200000000000004,0.0,0.5993,0.81,0.63,0.18,0.22526411537995497
1932,0.4217,0.0077,0.0126,0.0495,0.0026,0.4763,0.88,0.49,0.16,0.16618263651383353
1933,0.1158,0.0131,0.0239,0.3597,0.0026,0.4346,0.86,0.72,0.22,0.2092846315510536
1934,0.7390000000000001,0.0533,0.0021,0.0057,0.0,0.1939,0.95,0.67,0.16,0.15315506330261464
1935,0.1904,0.0014,0.1178,0.2997,0.0004,0.364,0.82,0.36,0.14,0.14946606512231947
1936,0.1034,0.0012,0.0,0.2968,0.0,0.5887,0.86,0.74,0.17,0.22203703104540298
1937,0.0,0.0093,0.0,0.0,0.0,0.9504,0.0,0.16,0.18,0.18043324929462284
1938,0.0291,0.0027,0.0141,0.0407,0.0002,0.8993,0.53,0.22,0.17,0.18728225795287354
1939,0.2029,0.3801,0.0064,0.0067,0.0006,0.3819,0.92,0.69,0.19,0.2299262325051607
1940,0.021,0.0311,0.0079,0.0141,0.0,0.9058,0.73,0.43,0.16,0.2034212217322633
1941,0.7774,0.0103,0.0097,0.0093,0.0,0.1783,0.99,0.64,0.12,0.1411178973911088
1942,0.0591,0.0047,0.0105,0.0545,0.0001,0.8528,0.42,0.42,0.14,0.19286980503257933
1943,0.3318,0.005,0.0007,0.0052,0.0,0.6491,0.48,0.5,0.17,0.17422834625790237
1944,0.0429,0.003,0.0117,0.0531,0.0006,0.8638,0.43,0.25,0.17,0.18573027997364272
1945,0.2217,0.0045,0.0038,0.236,0.0008,0.5156,0.98,0.87,0.19,0.2141508925945919
1946,0.4529,0.0137,0.006,0.0161,0.0019,0.4962,0.81,0.66,0.16,0.17346419885766484
1947,0.1219,0.0015,0.0352,0.098,0.0004,0.7147,0.42,0.08,0.13,0.16229196043566074
1948,0.0329,0.0047,0.0041,0.0395,0.0,0.8991,0.31,0.3,0.15,0.19018534416967903
1949,0.0173,0.0029,0.0053,0.006999999999999999,0.0009,0.9585,0.29,0.19,0.19,0.18664307326291185
1950,0.0321,0.0019,0.0291,0.0153,0.0001,0.9035,0.05,0.03,0.12,0.1640983832835577
1951,0.5689,0.0586,0.0079,0.0016,0.0,0.3527,0.86,0.6,0.12,0.1627897822004732
1952,0.0611,0.0041,0.0361,0.0605,0.0013,0.8156,0.85,0.66,0.19,0.2001643270364073
1953,0.0398,0.0033,0.0042,0.0553,0.0002,0.8721,0.12,0.41,0.18,0.19114624952417875
1954,0.1931,0.0016,0.0388,0.0726,0.0002,0.6757,0.21,0.05,0.11,0.1499344566331522
1955,0.1915,0.0073,0.012,0.195,0.0005,0.5813,0.85,0.73,0.16,0.20531987487825806
1956,0.141,0.0015,0.0069,0.0189,0.0,0.8127,0.83,0.39,0.16,0.18969116742728176
1957,0.0209,0.101,0.0,0.002,0.0001,0.8659,0.63,0.79,0.18,0.22761885854000513
1958,0.0256,0.0027,0.0098,0.012,0.0006,0.9377,0.17,0.09,0.14,0.17748657473689775
1959,0.0795,0.0037,0.0053,0.2978,0.0007,0.58,0.66,0.62,0.2,0.21139148864852625
1960,0.0333,0.0039,0.002,0.0208,0.0016,0.934,0.22,0.7,0.18,0.20893343760055572
1961,0.1903,0.0006,0.0,0.0,0.0,0.8091,0.34,0.53,0.14,0.1879735848510771
1962,0.0493,0.0007,0.0268,0.0598,0.0,0.8321,0.34,0.15,0.14,0.17260510887630778
1963,0.5348,0.0025,0.0,0.0157,0.0,0.4441,0.69,0.58,0.16,0.1623078400101829
1964,0.0877,0.0018,0.0359,0.1448,0.0002,0.7057,0.52,0.2,0.14,0.1742418022275745
1965,0.0352,0.0026,0.0103,0.2092,0.0,0.7291,0.83,0.73,0.18,0.22064592760363605
1966,0.1599,0.0023,0.0163,0.07400000000000001,0.0,0.7151,0.79,0.4,0.14,0.1842014868014119
1967,0.0213,0.0057,0.0078,0.6114,0.0001,0.3455,0.94,0.91,0.17,0.2466111290335313
1968,0.4976,0.1046,0.0325,0.0056,0.0,0.3419,0.97,0.74,0.14,0.17126091346666816
1969,0.0295,0.0011,0.0056,0.041,0.0001,0.9009,0.5,0.17,0.15,0.1866273104891747
1970,0.0259,0.0013,0.0066,0.0096,0.0001,0.9404,0.65,0.23,0.16,0.1912856994488488
1971,0.7124,0.1431,0.0048,0.0044,0.0003,0.1244,0.0,0.62,0.12,0.14497622808536875
1972,0.1277,0.0078,0.0104,0.2041,0.0015,0.6134,0.79,0.65,0.21,0.20531525474533213
1973,0.0597,0.0009,0.0656,0.115,0.0004,0.7217,0.3,0.11,0.13,0.15566023478862587
1974,0.2467,0.0016,0.0592,0.1343,0.0002,0.5348,0.55,0.13,0.11,0.14701484143445528
1975,0.0577,0.0021,0.0403,0.0568,0.0003,0.8201,0.69,0.21,0.15,0.17588810575921568
1976,0.0968,0.0038,0.0042,0.0236,0.0001,0.8688,0.63,0.75,0.19,0.21032101743140097
1977,0.5049,0.0185,0.0047,0.0087,0.0001,0.4581,0.93,0.53,0.14,0.165784207772737
1978,0.0166,0.0011,0.0007,0.008,0.0004,0.9595,0.39,0.18,0.17,0.18856998994605487
1979,0.1334,0.0782,0.0151,0.3305,0.0008,0.3988,0.89,0.83,0.22,0.22124725445008764
1980,0.0292,0.0,0.0179,0.1384,0.0012,0.8046,0.31,0.4,0.18,0.19426596478212302
1981,0.068,0.003,0.0071,0.0496,0.0,0.8441,0.44,0.27,0.18,0.18536967619830322
1982,0.0236,0.0075,0.0099,0.0223,0.0006,0.9197,0.75,0.29,0.17,0.19545784655466852
1983,0.0468,0.0037,0.0105,0.0584,0.0,0.8679,0.63,0.63,0.2,0.2072875036165746
1984,0.5867,0.0081,0.0057,0.034,0.0002,0.3541,0.92,0.75,0.15,0.16613538635764388
1985,0.0842,0.0039,0.0049,0.248,0.0,0.6347,0.64,0.6,0.19,0.20925804298665523
1986,0.0219,0.003,0.0043,0.0088,0.0,0.9474,0.56,0.32,0.15,0.1954229314048296
1987,0.1509,0.0044,0.0008,0.3466,0.0003,0.4676,0.99,0.86,0.2,0.22379780361952778
1988,0.2804,0.0023,0.2534,0.1721,0.0004,0.2505,0.62,0.32,0.11,0.07831171104337552
1989,0.1281,0.003,0.0233,0.2567,0.0004,0.5669,0.68,0.5,0.18,0.1948581831806379
1990,0.0657,0.004,0.0124,0.0622,0.0014,0.8354,0.38,0.38,0.17,0.18957976074048147
1991,0.5675,0.0106,0.009000000000000001,0.0143,0.0001,0.3888,0.96,0.69,0.17,0.16446161713870727
1992,0.6058,0.0378,0.0051,0.0106,0.0,0.326,0.9,0.65,0.13,0.16103557934455343
1993,0.0163,0.0023,0.0117,0.0142,0.0003,0.944,0.58,0.44,0.16,0.19938509429885742
1994,0.0778,0.0019,0.0049,0.3866,0.0002,0.4922,0.99,0.69,0.22,0.22200573388543499
1995,0.0388,0.0008,0.0078,0.0153,0.0,0.9209,0.63,0.39,0.15,0.19639241945316874
1996,0.0302,0.0098,0.011,0.0689,0.0002,0.8544,0.33,0.2,0.15,0.18440165933445832
1997,0.1425,0.7351,0.0098,0.0056,0.0004,0.0864,0.99,0.85,0.26,0.2727327984325641
1998,0.0725,0.0019,0.0072,0.0494,0.0005,0.8481,0.36,0.44,0.18,0.19220875700258988
1999,0.4212,0.0053,0.005,0.0241,0.0007,0.5183,0.94,0.65,0.16,0.1761195373815933
2000,0.027000000000000003,0.0022,0.0076,0.019,0.0,0.9262,0.35,0.17,0.15,0.183661004410159
2001,0.0221,0.0047,0.009000000000000001,0.0167,0.0011,0.9309,0.17,0.11,0.15,0.17895313790870007
2002,0.0532,0.034,0.0041,0.2999,0.0001,0.5932,0.95,0.82,0.21,0.23243365854045553
2003,0.3035,0.0205,0.0075,0.004,0.0,0.6469,0.91,0.62,0.14,0.18631486882087817
2004,0.0369,0.0008,0.0132,0.0182,0.0001,0.9113,0.42,0.2,0.15,0.1826469359228394
2005,0.5811,0.0135,0.0,0.0126,0.0,0.39,0.96,0.63,0.14,0.1649878969754908
2006,0.0216,0.0021,0.0059,0.0103,0.0002,0.9451,0.53,0.35,0.15,0.195703282103009
2007,0.0594,0.0765,0.006999999999999999,0.0216,0.0,0.8066,0.62,0.68,0.18,0.21228284751787665
2008,0.0354,0.0715,0.0054,0.0562,0.0022,0.8162,0.71,0.36,0.17,0.20585495555804048
2009,0.0195,0.002,0.0077,0.0062,0.0,0.95,0.2,0.13,0.15,0.18030424464625805
2010,0.1221,0.0009,0.015,0.1107,0.0007,0.7170000000000001,0.38,0.36,0.16,0.18142292657990722
2011,0.0186,0.0008,0.006999999999999999,0.0083,0.0,0.9496,0.37,0.22,0.17,0.1870518432012013
2012,0.1771,0.0011,0.0585,0.1131,0.0,0.6313,0.6,0.21,0.14,0.1581265165703326
2013,0.6826,0.0066,0.0105,0.0161,0.0003,0.2724,0.98,0.66,0.14,0.15121126095385168
2014,0.0748,0.0029,0.0056,0.0235,0.0005,0.8744,0.72,0.33,0.15,0.1927879173030361
2015,0.0404,0.0026,0.0133,0.4825,0.0003,0.446,0.94,0.87,0.2,0.23562721960506466
2016,0.0748,0.0252,0.0015,0.344,0.0,0.5475,0.94,0.91,0.21,0.23690669492859703
2017,0.0384,0.0113,0.0077,0.5868,0.0016,0.3325,0.99,0.82,0.2,0.24008360468679396
2018,0.0441,0.0012,0.0078,0.0272,0.0012,0.8993,0.34,0.26,0.15,0.18606861212453413
2019,0.0491,0.0049,0.0367,0.1084,0.0002,0.7685,0.52,0.17,0.14,0.17436542558712614
2020,0.0548,0.0037,0.0051,0.0455,0.0004,0.8731,0.65,0.64,0.2,0.208380057331891
2021,0.0701,0.0028,0.0153,0.1617,0.0006,0.7247,0.67,0.48,0.19,0.19904509725501413
2022,0.0797,0.0041,0.0493,0.3353,0.0005,0.5035,0.64,0.59,0.18,0.19491032820355064
2023,0.3836,0.3903,0.0015,0.0088,0.0003,0.1931,1.0,0.71,0.26,0.21703511285223148
2024,0.032,0.0015,0.0088,0.0135,0.0002,0.9317,0.4,0.29,0.15,0.18933228386886694
2025,0.5603,0.0023,0.0359,0.2923,0.0003,0.0914,0.99,0.51,0.16,0.15480619841413418
2026,0.0968,0.0022,0.0431,0.0806,0.0,0.7554,0.65,0.39,0.18,0.17914091483800143
2027,0.0711,0.0027,0.0153,0.0915,0.0001,0.8018,0.68,0.67,0.19,0.20601138362157392
2028,0.136,0.0046,0.0063,0.1545,0.0004,0.6779999999999999,0.54,0.6,0.18,0.1998183581912843
2029,0.0301,0.0025,0.0027,0.029,0.0002,0.9196,0.39,0.19,0.17,0.18739511842914727
2030,0.2583,0.0012,0.1205,0.1247,0.0003,0.4691,0.55,0.18,0.11,0.12409354437957196
2031,0.8148,0.0,0.0,0.0004,0.0,0.1572,0.8,0.64,0.12,0.13544332002280438
2032,0.1256,0.0028,0.0156,0.1939,0.0004,0.6406,0.78,0.6,0.18,0.20198044692189074
2033,0.031,0.0029,0.0078,0.0198,0.0001,0.9269,0.5,0.29,0.16,0.19174511995144014
2034,0.0474,0.0024,0.0137,0.0215,0.0003,0.8984,0.23,0.1,0.13,0.17483044844685386
2035,0.6706,0.0074,0.0083,0.0131,0.0,0.2951,1.0,0.75,0.14,0.15816604977975388
2036,0.0459,0.0013,0.0021,0.5746,0.0012,0.3621,0.97,0.79,0.2,0.23967692554859085
2037,0.4234,0.0152,0.0002,0.0143,0.0,0.5129,0.68,0.82,0.16,0.18044314333774034
2038,0.3968,0.0,0.0,0.0,0.0068,0.5896,0.36,0.66,0.16,0.17473965465576366
2039,0.1497,0.0009,0.0204,0.0273,0.0002,0.7871,0.08,0.04,0.12,0.15766731687690866
2040,0.0763,0.0015,0.0247,0.1188,0.0,0.7598,0.37,0.34,0.17,0.18321366534688624
2041,0.0477,0.0006,0.0174,0.0431,0.0,0.8635,0.39,0.15,0.14,0.17702542144696
2042,0.0495,0.0041,0.0042,0.0073,0.001,0.9252,0.5,0.71,0.19,0.21011289016750562
2043,0.0516,0.0014,0.096,0.0348,0.0006,0.7712,0.35,0.34,0.12,0.15226381370512268
2044,0.0481,0.0066,0.0058,0.0968,0.0001,0.8191,0.36,0.27,0.15,0.18905227298519142
2045,0.0308,0.0028,0.0134,0.059,0.0001,0.8623,0.49,0.2,0.15,0.184144499890772
2046,0.5121,0.0253,0.0121,0.0089,0.0007,0.4278,0.53,0.3,0.12,0.1456791481219541
2047,0.0752,0.0037,0.0171,0.0572,0.0019,0.8164,0.65,0.23,0.19,0.18308381392382994
2048,0.0315,0.0153,0.0073,0.0124,0.0,0.9099,0.49,0.6,0.18,0.2045854751974432
2049,0.1007,0.0037,0.013,0.0336,0.0,0.8311,0.32,0.27,0.16,0.17899314335478395
2050,0.3891,0.1207,0.0118,0.0207,0.0013,0.4349,0.48,0.36,0.14,0.1671476069133809
2051,0.4913,0.0142,0.0046,0.0145,0.0,0.4679,0.7,0.46,0.15,0.1600060580813976
2052,0.001,0.0094,0.0053,0.3342,0.0,0.6326,0.36,0.71,0.18,0.22190801498177776
2053,0.055,0.0045,0.0355,0.1301,0.0003,0.7549,0.41,0.17,0.14,0.1748960672141183
2054,0.1797,0.009000000000000001,0.0497,0.0057,0.0,0.7182,0.02,0.15,0.12,0.1444038409073613
2055,0.2049,0.0023,0.0267,0.0999,0.0003,0.6424,0.55,0.2,0.14,0.16546063954076526
2056,0.16899999999999998,0.0012,0.096,0.1115,0.0002,0.5998,0.24,0.05,0.1,0.13164245858117354
2057,0.0274,0.0031,0.006,0.0279,0.0001,0.9232,0.4,0.18,0.14,0.18657619707248002
2058,0.0403,0.0021,0.0067,0.3271,0.001,0.6117,0.84,0.83,0.2,0.23044872232790886
2059,0.0749,0.0038,0.0077,0.0254,0.0003,0.8726,0.14,0.23,0.17,0.17915953883805805
2060,0.0165,0.0011,0.0153,0.0157,0.0,0.9357,0.47,0.22,0.16,0.18589731634717596
2061,0.0506,0.0132,0.0044,0.0391,0.0002,0.8874,0.64,0.6,0.19,0.20929618825997182
2062,0.1844,0.001,0.0922,0.0936,0.0003,0.6101,0.48,0.23,0.12,0.14313834199673697
2063,0.0729,0.0057,0.0274,0.2137,0.0011,0.6588,0.81,0.57,0.19,0.2029199113148632
2064,0.0366,0.0019,0.013,0.0258,0.0005,0.9076,0.34,0.22,0.15,0.18349268798457757
2065,0.0349,0.0042,0.0083,0.0476,0.0002,0.8901,0.45,0.47,0.15,0.19895617950545877
2066,0.0421,0.0015,0.0433,0.0515,0.0002,0.8338,0.62,0.21,0.15,0.1743003534062018
2067,0.0462,0.0092,0.0008,0.3036,0.0,0.6257,0.88,0.76,0.22,0.2287811128347096
2068,0.4309,0.003,0.0015,0.0078,0.0,0.5469,0.75,0.64,0.14,0.17427954441558915
2069,0.033,0.0083,0.0079,0.0202,0.0,0.9052,0.19,0.15,0.17,0.17921338284896599
2070,0.3828,0.0607,0.0125,0.0323,0.0015,0.4886,0.91,0.74,0.17,0.18616666268760357
2071,0.1044,0.0032,0.0373,0.1745,0.0007,0.6559,0.42,0.41,0.17,0.18100029887992325
2072,0.494,0.0039,0.0043,0.0067,0.0,0.4674,0.96,0.57,0.16,0.16544158920597404
2073,0.1349,0.0021,0.0487,0.3588,0.0004,0.4247,0.62,0.5,0.17,0.1856957597801392
2074,0.0288,0.0352,0.0073,0.5261,0.0014,0.384,0.96,0.73,0.2,0.2373357488262432
2075,0.0706,0.0022,0.0443,0.0944,0.0005,0.726,0.39,0.15,0.14,0.16199604580149596
2076,0.0222,0.0008,0.0065,0.0096,0.0002,0.9471,0.44,0.39,0.13,0.1958232106200353
2077,0.0216,0.0111,0.0039,0.0036,0.0,0.9524,0.03,0.15,0.31,0.18144920734188738
2078,0.0146,0.001,0.0047,0.0539,0.0,0.9033,0.55,0.28,0.22,0.194324206913481
2079,0.0423,0.0015,0.0054,0.0337,0.0001,0.895,0.79,0.49,0.25,0.20377144466773894
2080,0.0612,0.0034,0.0092,0.0357,0.0,0.8738,0.79,0.82,0.19,0.21591744772168067
2081,0.0,0.0067,0.0,0.0175,0.0,0.9636,0.01,0.18,0.31,0.18549930036054518
2082,0.0593,0.0013,0.0301,0.2924,0.0002,0.5892,0.68,0.24,0.2,0.18770224923646972
2083,0.0558,0.0014,0.0018,0.0034,0.0,0.92,0.42,0.59,0.19,0.20211803905810677
2084,0.022,0.0005,0.0159,0.0724,0.0005,0.8603,0.24,0.06,0.2,0.174813098006809
2085,0.0227,0.003,0.0028,0.5632,0.0,0.3873,0.9,0.86,0.2,0.24206492215845699
2086,0.0428,0.0124,0.0124,0.0317,0.0,0.8916,0.03,0.07,0.31,0.17342707848921518
2087,0.0192,0.001,0.0123,0.0368,0.0001,0.9007,0.23,0.12,0.21,0.17753133127879805
2088,0.1035,0.0032,0.0083,0.3906,0.0,0.4697,0.94,0.81,0.2,0.22445205618845215
2089,0.0882,0.0029,0.0087,0.157,0.0001,0.7204,0.81,0.66,0.2,0.2098715450078556
2090,0.0377,0.0507,0.005,0.5008,0.0017,0.3834,0.89,0.87,0.19,0.24254797981570617
2091,0.0442,0.0045,0.0042,0.0952,0.0002,0.8329,0.76,0.74,0.18,0.2172903375941497
2092,0.025,0.039,0.0077,0.022,0.0009,0.8891,0.17,0.05,0.27,0.17943911687982073
2093,0.0537,0.0007,0.0118,0.3641,0.0,0.5476,0.77,0.72,0.18,0.2206650543655373
2094,0.0194,0.0012,0.0125,0.0141,0.0002,0.9352,0.1,0.06,0.21,0.17374454083848237
2095,0.0152,0.0012,0.0066,0.0135,0.0,0.9555,0.09,0.14,0.17,0.18092939057294974
2096,0.1143,0.0039,0.0121,0.057,0.0001,0.7902,0.7,0.72,0.2,0.2038737837578709
2097,0.0205,0.012,0.0102,0.0223,0.0007,0.9252,0.12,0.1,0.29,0.17897921237033404
2098,0.0361,0.0097,0.0037,0.0105,0.0031,0.9202,0.09,0.08,0.27,0.17764418394140677
2099,0.0253,0.0965,0.008,0.0171,0.002,0.8346,0.22,0.26,0.31,0.1942784857493385
2100,0.0347,0.0284,0.0053,0.0033,0.0,0.9089,0.04,0.22,0.27,0.18275918364814742
2101,0.0306,0.0042,0.0036,0.0417,0.0,0.9109,0.31,0.59,0.2,0.20480579438431795
2102,0.0471,0.0013,0.0328,0.0798,0.0009,0.8101,0.36,0.12,0.21,0.17088829679428968
2103,0.0157,0.0029,0.005,0.0075,0.0,0.9608,0.13,0.13,0.22,0.18159834268512431
2104,0.0701,0.0069,0.0087,0.0155,0.0,0.8904,0.35,0.55,0.18,0.1973298945889288
2105,0.0347,0.0311,0.0065,0.0099,0.0,0.8979,0.1,0.11,0.27,0.17875414718512467
2106,0.1535,0.003,0.0144,0.1759,0.0,0.6327,0.87,0.85,0.17,0.21152191619295624
2107,0.0215,0.0003,0.0099,0.0231,0.0004,0.9244,0.5,0.3,0.25,0.19110962874479354
2108,0.0055,0.7804,0.0014,0.0064,0.0,0.1814,0.91,0.65,0.29,0.28236181147907957
2109,0.06,0.0019,0.0086,0.1463,0.0,0.7595,0.59,0.18,0.22,0.18754741272555014
2110,0.0314,0.019,0.0,0.0,0.0,0.9019,0.09,0.15,0.31,0.17816755019437266
2111,0.0768,0.0008,0.0031,0.0086,0.0001,0.898,0.16,0.11,0.22,0.17524839638732828
2112,0.0544,0.0119,0.0125,0.0196,0.0033,0.8734,0.21,0.16,0.31,0.17733785720008546
2113,0.0107,0.0141,0.0003,0.0,0.0034,0.9521,0.02,0.12,0.29,0.18185385740483606
2114,0.0997,0.0038,0.0032,0.0142,0.0003,0.8640000000000001,0.22,0.1,0.22,0.173660507550862
2115,0.031,0.0036,0.0028,0.0238,0.0,0.9194,0.02,0.17,0.29,0.18012835228557858
2116,0.0192,0.0021,0.0262,0.0289,0.0006,0.8961,0.73,0.2,0.23,0.18379425443933456
2117,0.0421,0.0012,0.0179,0.1119,0.0,0.8082,0.63,0.53,0.18,0.2012622487364128
2118,0.0522,0.0018,0.0022,0.4746,0.0,0.4437,0.88,0.87,0.17,0.23599013129766983
2119,0.0277,0.0062,0.005,0.0054,0.0,0.9492,0.11,0.11,0.27,0.17966366550640667
2120,0.0648,0.0239,0.0094,0.3179,0.0,0.5706,0.98,0.83,0.22,0.23016779342620572
2121,0.0107,0.0004,0.0014,0.0062,0.0007,0.9599,0.77,0.25,0.25,0.19683104841498372
2122,0.0694,0.009000000000000001,0.0044,0.3687,0.0,0.5311,0.88,0.88,0.17,0.23215486984884226
2123,0.0396,0.0396,0.0018,0.0076,0.0,0.8858,0.19,0.25,0.27,0.18750968667865262
2124,0.031,0.0279,0.0,0.0039,0.0004,0.9097,0.06,0.07,0.31,0.1779066589367524
2125,0.0769,0.0304,0.0097,0.0444,0.0013,0.7954,0.25,0.19,0.31,0.1777685889115066
2126,0.0555,0.0022,0.013,0.1345,0.0009,0.7711,0.38,0.42,0.17,0.19365813939658438
2127,0.0269,0.0086,0.0285,0.0555,0.0002,0.8544,0.14,0.09,0.28,0.16971720029925497
2128,0.0098,0.0003,0.0052,0.0201,0.0002,0.9477,0.56,0.24,0.24,0.19264901335989476
2129,0.0343,0.0016,0.0061,0.0804,0.0003,0.8406,0.73,0.23,0.24,0.19155913119526832
2130,0.0136,0.0043,0.0077,0.0218,0.0013,0.9314,0.66,0.37,0.23,0.19884845968338075
2131,0.0282,0.0043,0.0174,0.0,0.0054,0.9023,0.21,0.17,0.31,0.1754375526891516
